savings,count
0.0,74407
5.766144706808736e-05,1
8.7528093182721e-05,1
0.0001759743992991443,1
0.00022243786749380552,1
0.0008485240019861503,1
0.0017194406619880592,1
0.0018349234028045584,2
0.002171822078746825,374
0.002358723146531761,1
0.002561000343224438,1
0.0025859936829005096,1
0.0026097774244833068,1
0.0026099019031114363,1
0.0026200869877498903,1
0.0026482806462801785,1
0.0026590695564842714,1
0.002665286572495535,1
0.0026882671317562863,1
0.002718270560279519,1
0.0027311371766076038,1
0.002753400761502206,1
0.0027645993852890402,1
0.002796221851258815,1
0.0028408628760805423,1
0.002874163952796162,1
0.002886292506241868,1
0.0028890609737854084,1
0.0028912490202812786,1
0.002898779777145986,1
0.0029061440546688977,1
0.0029136751302372226,1
0.0029289072466612545,1
0.002931077582358718,1
0.0029361367233962632,1
0.002946704243555683,1
0.0029486891621235663,1
0.0029875424276341535,1
0.0029905631159935146,1
0.0029927439791434976,1
0.003023304608467591,1
0.003068317757009346,1
0.0030765698649649065,1
0.0030937326259647007,1
0.003104821168504473,1
0.0031278939044606623,1
0.003151009674447175,1
0.0031565841089146993,1
0.0031773882915404495,1
0.0032009632821792798,1
0.0032503687863217404,1
0.0032723014053623045,1
0.0032975266792215946,1
0.0034024582348795756,1
0.0034335800806129433,1
0.0034897971982554734,1
0.0035003715633059648,1
0.003511708726378515,1
0.003522741538649725,1
0.0035332696223401737,1
0.0035821016028952713,1
0.0036195318675576126,1
0.0036236946873596182,1
0.0036393929282863007,1
0.0036431932176306096,1
0.00364681915527001,1
0.003651227733805469,1
0.003710384125509555,1
0.003727089541648929,1
0.003750943991189035,1
0.0037886017681141694,1
0.00379357919014231,1
0.003797379043917786,1
0.003844334375475697,1
0.0038492337526365218,1
0.003866068305917625,1
0.0038974421070001055,1
0.003937552770954866,1
0.003965896503280251,1
0.003969646370054568,1
0.004022130230723337,1
0.004054686583385307,1
0.004059630106378112,1
0.004069629071364468,1
0.004094401578348098,1
0.004113778922756537,1
0.004133621574253723,1
0.004133730871217368,1
0.004134162911026911,1
0.0041437691373700306,1
0.004195510186868952,1
0.004273684511977798,1
0.004279411093803972,1
0.004328673854973407,1
0.004330301611090296,1
0.004338994250974691,1
0.004339269523474694,1
0.004361480387220707,1
0.004367392547856278,1
0.00437994368054983,1
0.004446602441425958,1
0.004470671220266789,1
0.0044766147297000645,1
0.004505649387988687,1
0.004511283361250315,1
0.004529888349862852,1
0.004542215864205302,1
0.0045718749825931475,1
0.0045972714071870965,1
0.0047052534424838624,1
0.004717978932846653,1
0.004731025677605479,1
0.004810959803405815,1
0.0048186847138011555,3
0.0049303865046982165,1
0.004937519644954575,1
0.004972676105830107,1
0.0049802646149552056,1
0.005041741426273858,1
0.005054173299136984,1
0.005062369094717245,1
0.005076367392252243,1
0.005092809476091051,1
0.005099533398363477,1
0.005114532119467345,1
0.0051456102213187594,1
0.005153331669499893,1
0.005257047880431824,1
0.00526589303328976,1
0.005281581948897465,1
0.005297467200431142,1
0.005373348805313283,1
0.005485437217633064,1
0.00548572135122084,1
0.005593072501592861,1
0.005630298072586274,1
0.005706583141845032,1
0.005706602979927553,1
0.005716509465993638,1
0.005725601536081701,1
0.00572609085423069,1
0.0057450185399383,1
0.005843239366180012,1
0.005874543050339168,1
0.0058845881541094965,1
0.005935666065223445,1
